enrollment_id,resident_id,benefit_type,enrollment_date,activation_date,cancellation_date,monthly_fee
E12062,R03453,air_filter,2022-12-23,2022-12-24,,12
E12063,R03453,renters_insurance,2022-12-24,2023-01-03,,15
E12064,R03454,air_filter,2024-10-20,,,12
E12065,R03454,rewards_program,2024-10-29,2024-11-07,,0
E12066,R03454,renters_insurance,2024-11-07,2024-11-13,,15
E12067,R03454,pest_control,2024-11-20,,,8
E12068,R03455,air_filter,2023-01-27,2023-01-31,,12
E12069,R03455,pest_control,2022-12-16,2022-12-24,,8
E12070,R03455,rewards_program,2022-12-12,2022-12-17,,0
E12071,R03456,air_filter,2023-03-04,,,12
E12072,R03456,credit_building,2022-12-10,2022-12-16,,5
E12073,R03456,rewards_program,2022-12-11,2022-12-16,2023-05-04,0
E12074,R03457,rewards_program,2023-02-19,2023-03-05,,0
E12075,R03457,pest_control,2022-12-26,2022-12-31,,8
E12076,R03457,air_filter,2023-01-21,,,12
E12077,R03458,rewards_program,2023-04-23,2023-05-06,,0
E12078,R03458,credit_building,2023-06-21,2023-06-24,,5
E12079,R03458,renters_insurance,2023-06-16,2023-06-30,2023-11-12,15
E12080,R03458,air_filter,2023-04-08,,,12
E12081,R03459,credit_building,2024-07-05,2024-07-19,,5
E12082,R03459,renters_insurance,2024-06-21,2024-07-04,,15
E12083,R03459,air_filter,2024-07-01,,,12
E12084,R03459,rewards_program,2024-06-10,2024-06-24,,0
E12085,R03459,pest_control,2024-06-14,,,8
E12086,R03460,renters_insurance,2024-08-29,2024-08-31,,15
E12087,R03460,credit_building,2024-10-22,,,5
E12088,R03460,pest_control,2024-08-09,2024-08-21,,8
E12089,R03461,rewards_program,2023-01-06,2023-01-09,,0
E12090,R03461,air_filter,2022-12-16,2022-12-22,,12
E12091,R03461,pest_control,2023-01-14,2023-01-15,,8
E12092,R03461,renters_insurance,2022-12-27,,,15
E12093,R03462,air_filter,2023-05-24,,,12
E12094,R03462,renters_insurance,2023-06-11,,,15
E12095,R03462,credit_building,2023-06-17,,,5
E12096,R03463,credit_building,2023-10-23,2023-11-03,2024-01-11,5
E12097,R03463,air_filter,2023-08-17,2023-08-26,,12
E12098,R03463,rewards_program,2023-08-16,2023-08-23,,0
E12099,R03464,credit_building,2024-09-18,2024-09-24,,5
E12100,R03464,renters_insurance,2024-10-04,2024-10-15,2025-03-28,15
E12101,R03464,rewards_program,2024-09-05,2024-09-19,,0
E12102,R03464,air_filter,2024-08-22,,,12
E12103,R03464,pest_control,2024-09-20,2024-10-02,,8
E12104,R03465,credit_building,2023-01-03,2023-01-09,,5
E12105,R03465,renters_insurance,2022-12-20,2022-12-26,,15
E12106,R03465,pest_control,2022-12-21,,,8
E12107,R03465,air_filter,2022-12-18,2022-12-19,,12
E12108,R03466,rewards_program,2023-12-11,2023-12-20,2024-04-29,0
E12109,R03466,pest_control,2023-11-16,2023-11-30,2024-02-22,8
E12110,R03466,air_filter,2023-11-29,2023-12-05,,12
E12111,R03466,credit_building,2023-11-28,,,5
E12112,R03467,air_filter,2022-12-07,2022-12-21,,12
E12113,R03467,pest_control,2022-12-25,2023-01-08,,8
E12114,R03467,credit_building,2022-11-30,2022-12-06,,5
E12115,R03467,renters_insurance,2022-12-02,2022-12-11,2023-03-23,15
E12116,R03468,pest_control,2023-08-13,2023-08-22,,8
E12117,R03468,rewards_program,2023-08-18,2023-08-23,,0
E12118,R03468,renters_insurance,2023-09-07,2023-09-14,,15
E12119,R03469,renters_insurance,2023-07-11,2023-07-13,2023-10-07,15
E12120,R03469,credit_building,2023-08-19,,,5
E12121,R03469,rewards_program,2023-06-25,,,0
E12122,R03470,credit_building,2023-03-09,2023-03-12,,5
E12123,R03470,air_filter,2023-03-01,2023-03-11,,12
E12124,R03470,renters_insurance,2023-02-18,2023-03-01,,15
E12125,R03470,rewards_program,2023-02-11,2023-02-19,,0
E12126,R03471,rewards_program,2023-12-05,,,0
E12127,R03471,air_filter,2024-02-02,2024-02-14,,12
E12128,R03471,credit_building,2023-12-07,2023-12-21,,5
E12129,R03471,pest_control,2023-11-16,,,8
E12130,R03472,air_filter,2022-12-07,2022-12-19,,12
E12131,R03472,rewards_program,2022-12-18,,,0
E12132,R03472,pest_control,2022-12-11,2022-12-21,,8
E12133,R03472,renters_insurance,2022-11-28,,,15
E12134,R03473,pest_control,2022-12-31,2023-01-07,,8
E12135,R03473,renters_insurance,2022-12-26,,,15
E12136,R03473,rewards_program,2022-12-13,2022-12-23,,0
E12137,R03474,credit_building,2022-12-27,2023-01-08,,5
E12138,R03474,renters_insurance,2022-12-06,2022-12-12,,15
E12139,R03474,pest_control,2022-12-19,,,8
E12140,R03474,rewards_program,2022-12-18,2022-12-23,,0
E12141,R03475,air_filter,2023-01-14,2023-01-16,,12
E12142,R03475,rewards_program,2023-01-19,2023-01-23,2023-03-27,0
E12143,R03476,rewards_program,2023-04-11,2023-04-11,,0
E12144,R03476,pest_control,2023-04-30,2023-05-05,2023-10-31,8
E12145,R03476,renters_insurance,2023-03-23,2023-03-31,,15
E12146,R03477,rewards_program,2022-12-18,2022-12-29,,0
E12147,R03477,renters_insurance,2022-12-20,,,15
E12148,R03477,air_filter,2022-12-18,2022-12-30,,12
E12149,R03478,air_filter,2024-02-17,2024-02-29,2024-08-12,12
E12150,R03478,renters_insurance,2024-01-25,2024-02-01,,15
E12151,R03478,pest_control,2024-04-02,,,8
E12152,R03479,rewards_program,2023-04-06,2023-04-10,,0
E12153,R03479,renters_insurance,2023-01-19,2023-01-19,,15
E12154,R03479,credit_building,2023-02-12,,,5
E12155,R03479,pest_control,2023-02-13,,,8
E12156,R03480,pest_control,2023-01-19,,,8
E12157,R03480,renters_insurance,2023-01-18,2023-01-31,,15
E12158,R03481,rewards_program,2022-12-27,2023-01-04,2023-06-24,0
E12159,R03481,renters_insurance,2022-12-05,2022-12-09,2023-02-07,15
E12160,R03481,air_filter,2022-12-18,2022-12-30,,12
E12161,R03482,rewards_program,2023-08-14,2023-08-25,,0
E12162,R03482,air_filter,2023-07-20,2023-07-20,2023-08-24,12
E12163,R03482,pest_control,2023-08-08,2023-08-15,,8
E12164,R03482,credit_building,2023-07-14,2023-07-28,,5
E12165,R03483,credit_building,2024-11-03,2024-11-12,2024-12-19,5
E12166,R03483,renters_insurance,2024-10-22,2024-10-31,2025-04-10,15
E12167,R03483,rewards_program,2024-10-29,2024-11-11,,0
E12168,R03483,air_filter,2024-10-24,2024-10-25,2025-04-18,12
E12169,R03484,air_filter,2022-11-23,,,12
E12170,R03484,credit_building,2022-12-14,2022-12-28,,5
E12171,R03484,pest_control,2022-12-15,2022-12-27,,8
E12172,R03484,rewards_program,2023-01-13,2023-01-14,,0
E12173,R03485,rewards_program,2024-09-22,,,0
E12174,R03485,renters_insurance,2024-09-30,2024-10-05,,15
E12175,R03486,rewards_program,2023-03-26,2023-03-30,,0
E12176,R03486,pest_control,2023-03-30,2023-04-11,,8
E12177,R03486,credit_building,2023-03-19,2023-03-21,,5
E12178,R03487,air_filter,2023-07-15,,,12
E12179,R03487,renters_insurance,2023-08-07,,,15
E12180,R03487,credit_building,2023-07-26,2023-07-31,,5
E12181,R03488,rewards_program,2023-02-21,2023-02-27,2023-04-17,0
E12182,R03488,renters_insurance,2022-12-26,2023-01-03,2023-06-12,15
E12183,R03488,pest_control,2023-02-22,2023-03-05,2023-04-04,8
E12184,R03488,air_filter,2022-12-18,2022-12-25,,12
E12185,R03489,rewards_program,2022-12-09,,,0
E12186,R03489,pest_control,2022-12-07,,,8
E12187,R03489,air_filter,2022-12-09,2022-12-12,,12
E12188,R03489,credit_building,2022-11-28,2022-11-30,,5
E12189,R03490,pest_control,2024-08-28,2024-09-04,,8
E12190,R03490,credit_building,2024-08-27,2024-09-05,,5
E12191,R03490,rewards_program,2024-08-23,,,0
E12192,R03490,air_filter,2024-09-10,2024-09-24,,12
E12193,R03491,pest_control,2024-08-28,,,8
E12194,R03491,rewards_program,2024-09-01,2024-09-06,,0
E12195,R03491,credit_building,2024-08-23,2024-09-06,,5
E12196,R03491,air_filter,2024-09-10,2024-09-23,,12
E12197,R03492,renters_insurance,2024-05-28,,,15
E12198,R03492,pest_control,2024-06-09,2024-06-17,,8
E12199,R03492,air_filter,2024-07-05,2024-07-13,,12
E12200,R03493,credit_building,2023-09-19,2023-09-22,,5
E12201,R03493,air_filter,2023-10-18,,,12
E12202,R03494,rewards_program,2024-09-29,2024-10-09,,0
E12203,R03494,renters_insurance,2024-09-24,2024-10-07,2024-11-13,15
E12204,R03494,pest_control,2024-11-06,,,8
E12205,R03494,air_filter,2024-09-08,2024-09-15,,12
E12206,R03495,renters_insurance,2023-01-21,2023-01-28,,15
E12207,R03495,rewards_program,2023-01-21,2023-02-02,2023-05-17,0
E12208,R03495,credit_building,2023-01-29,2023-02-09,,5
E12209,R03495,air_filter,2023-02-03,2023-02-11,,12
E12210,R03496,credit_building,2023-06-24,2023-07-04,,5
E12211,R03496,air_filter,2023-06-10,2023-06-10,,12
E12212,R03496,renters_insurance,2023-06-13,,,15
E12213,R03496,rewards_program,2023-07-03,2023-07-17,,0
E12214,R03496,pest_control,2023-06-22,,,8
E12215,R03497,air_filter,2023-04-08,2023-04-20,,12
E12216,R03497,credit_building,2023-03-26,2023-04-09,,5
E12217,R03497,renters_insurance,2023-03-08,2023-03-12,,15
E12218,R03498,pest_control,2024-08-29,2024-09-09,,8
E12219,R03498,renters_insurance,2024-08-26,2024-08-29,,15
E12220,R03499,pest_control,2024-03-07,,,8
E12221,R03499,rewards_program,2024-03-26,2024-03-29,,0
E12222,R03499,renters_insurance,2024-02-27,,,15
E12223,R03499,credit_building,2024-03-18,2024-04-01,,5
E12224,R03500,credit_building,2023-02-22,,,5
E12225,R03500,rewards_program,2023-01-17,,,0
E12226,R03500,pest_control,2023-01-22,,,8
E12227,R03500,air_filter,2023-02-16,,,12
E12228,R03501,renters_insurance,2023-06-15,2023-06-20,,15
E12229,R03501,credit_building,2023-07-09,2023-07-12,,5
E12230,R03501,pest_control,2023-06-25,,,8
E12231,R03501,air_filter,2023-06-18,2023-07-01,2023-08-28,12
E12232,R03501,rewards_program,2023-07-01,,,0
E12233,R03502,rewards_program,2023-02-20,2023-02-22,,0
E12234,R03502,renters_insurance,2023-02-09,2023-02-11,,15
E12235,R03503,air_filter,2024-10-07,,,12
E12236,R03503,pest_control,2024-11-16,,,8
E12237,R03504,air_filter,2023-11-27,2023-12-10,,12
E12238,R03504,rewards_program,2023-12-04,2023-12-08,,0
E12239,R03504,pest_control,2024-02-08,,,8
E12240,R03504,credit_building,2023-12-14,,,5
E12241,R03505,rewards_program,2024-04-28,,,0
E12242,R03505,credit_building,2024-05-02,2024-05-14,,5
E12243,R03506,rewards_program,2023-01-14,,,0
E12244,R03506,air_filter,2023-03-19,,,12
E12245,R03506,credit_building,2023-01-23,,,5
E12246,R03507,renters_insurance,2023-06-09,2023-06-20,,15
E12247,R03507,pest_control,2023-05-23,,,8
E12248,R03507,credit_building,2023-05-23,2023-06-04,2023-08-14,5
E12249,R03507,rewards_program,2023-07-13,2023-07-24,2023-10-03,0
E12250,R03508,credit_building,2023-01-02,2023-01-03,,5
E12251,R03508,rewards_program,2022-12-12,2022-12-19,,0
E12252,R03509,credit_building,2023-01-18,2023-01-31,,5
E12253,R03509,rewards_program,2023-02-07,,,0
E12254,R03509,renters_insurance,2023-03-16,,,15
E12255,R03509,pest_control,2023-02-13,,,8
E12256,R03510,credit_building,2023-01-16,2023-01-16,,5
E12257,R03510,renters_insurance,2023-01-13,,,15
E12258,R03510,pest_control,2023-02-28,,,8
E12259,R03510,rewards_program,2023-04-10,2023-04-17,,0
E12260,R03510,air_filter,2023-01-29,2023-02-05,,12
E12261,R03511,credit_building,2023-06-15,2023-06-21,,5
E12262,R03511,renters_insurance,2023-06-20,,,15
E12263,R03511,rewards_program,2023-07-01,2023-07-05,,0
E12264,R03512,rewards_program,2024-07-22,2024-07-27,,0
E12265,R03512,pest_control,2024-08-09,2024-08-14,,8
E12266,R03513,pest_control,2024-02-13,,,8
E12267,R03513,air_filter,2024-02-22,,,12
E12268,R03513,rewards_program,2024-01-25,,,0
E12269,R03513,renters_insurance,2024-01-25,2024-02-01,,15
E12270,R03514,credit_building,2024-06-27,2024-07-08,,5
E12271,R03514,renters_insurance,2024-07-20,2024-07-21,,15
E12272,R03514,air_filter,2024-06-22,,,12
E12273,R03514,pest_control,2024-06-29,,,8
E12274,R03515,rewards_program,2023-08-23,2023-09-01,,0
E12275,R03515,air_filter,2023-08-23,2023-08-24,2024-01-27,12
E12276,R03515,pest_control,2023-08-31,,,8
E12277,R03515,renters_insurance,2023-09-08,2023-09-22,,15
E12278,R03515,credit_building,2023-09-04,2023-09-11,,5
E12279,R03516,rewards_program,2023-04-16,2023-04-30,,0
E12280,R03516,pest_control,2023-03-31,2023-04-14,,8
E12281,R03516,renters_insurance,2023-04-09,2023-04-11,,15
E12282,R03516,air_filter,2023-03-26,2023-04-04,,12
E12283,R03517,pest_control,2024-06-15,2024-06-20,,8
E12284,R03517,air_filter,2024-06-09,2024-06-10,,12
E12285,R03517,renters_insurance,2024-05-13,2024-05-19,2024-06-22,15
E12286,R03517,credit_building,2024-06-14,2024-06-14,,5
E12287,R03518,rewards_program,2023-03-22,2023-03-26,,0
E12288,R03518,credit_building,2023-01-22,2023-02-03,,5
E12289,R03519,credit_building,2023-01-27,2023-02-06,2023-06-19,5
E12290,R03519,rewards_program,2023-01-22,2023-01-26,,0
E12291,R03519,renters_insurance,2023-03-15,2023-03-22,,15
E12292,R03520,pest_control,2024-04-28,,,8
E12293,R03520,renters_insurance,2024-04-12,2024-04-18,,15
E12294,R03520,rewards_program,2024-05-01,2024-05-06,,0
E12295,R03521,rewards_program,2023-01-30,2023-02-09,2023-06-01,0
E12296,R03521,air_filter,2023-03-18,,,12
E12297,R03521,credit_building,2023-01-05,2023-01-06,,5
E12298,R03521,pest_control,2023-01-27,2023-02-01,,8
E12299,R03522,air_filter,2023-01-16,2023-01-27,,12
E12300,R03522,rewards_program,2023-01-16,,,0
E12301,R03522,pest_control,2023-03-15,,,8
E12302,R03522,renters_insurance,2023-02-10,2023-02-11,,15
E12303,R03523,pest_control,2023-01-18,2023-01-22,,8
E12304,R03523,air_filter,2023-01-11,2023-01-15,,12
E12305,R03523,renters_insurance,2023-01-14,,,15
E12306,R03524,credit_building,2023-10-22,2023-11-03,,5
E12307,R03524,rewards_program,2023-11-15,2023-11-19,,0
E12308,R03524,pest_control,2023-10-26,,,8
E12309,R03525,air_filter,2024-06-15,,,12
E12310,R03525,credit_building,2024-05-26,2024-06-07,,5
E12311,R03525,pest_control,2024-06-20,,,8
E12312,R03526,rewards_program,2024-08-15,,,0
E12313,R03526,renters_insurance,2024-08-03,,,15
E12314,R03527,renters_insurance,2023-11-17,2023-11-27,2024-01-04,15
E12315,R03527,credit_building,2023-10-27,2023-11-05,,5
E12316,R03527,pest_control,2023-11-19,2023-12-01,2024-02-09,8
E12317,R03527,air_filter,2023-11-08,2023-11-19,2024-01-11,12
E12318,R03528,air_filter,2023-02-24,2023-03-04,,12
E12319,R03528,rewards_program,2022-12-11,2022-12-24,,0
E12320,R03528,renters_insurance,2022-12-29,2023-01-01,,15
E12321,R03528,pest_control,2022-12-07,,,8
E12322,R03529,credit_building,2023-12-19,,,5
E12323,R03529,pest_control,2023-12-19,2023-12-20,2024-03-21,8
E12324,R03529,renters_insurance,2024-03-11,2024-03-12,,15
E12325,R03530,air_filter,2023-11-04,2023-11-15,,12
E12326,R03530,renters_insurance,2023-10-28,,,15
E12327,R03530,rewards_program,2023-10-10,2023-10-16,,0
E12328,R03530,credit_building,2023-11-04,,,5
E12329,R03531,pest_control,2024-04-20,,,8
E12330,R03531,credit_building,2024-03-27,2024-03-31,,5
E12331,R03531,rewards_program,2024-06-09,2024-06-20,,0
E12332,R03531,renters_insurance,2024-05-23,,,15
E12333,R03531,air_filter,2024-03-27,2024-04-10,2024-07-23,12
E12334,R03532,air_filter,2024-01-24,,,12
E12335,R03532,renters_insurance,2023-12-03,2023-12-14,2024-02-05,15
E12336,R03532,pest_control,2023-11-30,2023-12-09,,8
E12337,R03533,air_filter,2023-06-21,,,12
E12338,R03533,pest_control,2023-07-08,2023-07-11,,8
E12339,R03533,credit_building,2023-08-09,2023-08-22,,5
E12340,R03534,rewards_program,2023-03-05,2023-03-15,,0
E12341,R03534,air_filter,2023-02-17,,,12
E12342,R03535,credit_building,2022-12-15,2022-12-28,,5
E12343,R03535,renters_insurance,2023-02-04,2023-02-13,,15
E12344,R03535,pest_control,2022-12-17,,,8
E12345,R03535,rewards_program,2022-12-12,2022-12-25,,0
E12346,R03536,rewards_program,2022-12-15,,,0
E12347,R03536,credit_building,2023-01-17,,,5
E12348,R03536,pest_control,2022-12-27,,,8
E12349,R03537,renters_insurance,2023-05-14,2023-05-18,2023-10-07,15
E12350,R03537,credit_building,2023-05-15,2023-05-28,,5
E12351,R03538,rewards_program,2024-04-12,2024-04-17,,0
E12352,R03538,air_filter,2024-04-02,2024-04-12,,12
E12353,R03538,credit_building,2024-04-06,2024-04-11,,5
E12354,R03539,credit_building,2022-12-13,2022-12-26,,5
E12355,R03539,renters_insurance,2022-12-08,2022-12-20,,15
E12356,R03539,rewards_program,2023-01-13,2023-01-18,,0
E12357,R03539,pest_control,2022-12-31,2023-01-14,,8
E12358,R03540,rewards_program,2024-05-05,2024-05-15,,0
E12359,R03540,pest_control,2024-05-30,2024-06-07,2024-10-24,8
E12360,R03540,credit_building,2024-05-20,,,5
E12361,R03540,renters_insurance,2024-05-27,2024-05-29,2024-11-17,15
E12362,R03541,air_filter,2024-01-30,2024-01-31,,12
E12363,R03541,pest_control,2024-02-13,2024-02-15,,8
E12364,R03541,credit_building,2024-03-23,2024-04-01,,5
E12365,R03542,air_filter,2024-07-12,,,12
E12366,R03542,renters_insurance,2024-07-19,2024-07-29,,15
E12367,R03543,credit_building,2022-12-16,2022-12-19,,5
E12368,R03543,rewards_program,2023-01-14,2023-01-14,,0
E12369,R03543,renters_insurance,2023-03-08,,,15
E12370,R03543,pest_control,2023-01-04,2023-01-14,2023-02-17,8
E12371,R03544,air_filter,2023-08-31,,,12
E12372,R03544,credit_building,2023-10-06,2023-10-20,,5
E12373,R03544,renters_insurance,2023-09-02,,,15
E12374,R03544,rewards_program,2023-08-04,,,0
E12375,R03544,pest_control,2023-08-25,2023-09-06,,8
E12376,R03545,air_filter,2023-02-22,2023-03-06,,12
E12377,R03545,pest_control,2023-03-15,2023-03-18,,8
E12378,R03545,credit_building,2023-03-10,2023-03-23,,5
E12379,R03545,rewards_program,2023-03-02,2023-03-03,2023-06-29,0
E12380,R03546,pest_control,2024-01-29,2024-01-29,,8
E12381,R03546,rewards_program,2024-02-05,2024-02-16,,0
E12382,R03546,air_filter,2024-01-30,2024-02-13,,12
E12383,R03547,air_filter,2023-02-23,2023-03-02,2023-08-29,12
E12384,R03547,renters_insurance,2023-03-08,2023-03-12,,15
E12385,R03548,pest_control,2022-12-07,2022-12-09,,8
E12386,R03548,air_filter,2022-12-09,,,12
E12387,R03548,credit_building,2022-12-17,2022-12-23,2023-03-06,5
E12388,R03548,renters_insurance,2022-11-23,2022-11-27,,15
E12389,R03549,renters_insurance,2023-04-19,2023-04-28,2023-06-11,15
E12390,R03549,rewards_program,2023-04-22,2023-05-03,,0
E12391,R03549,pest_control,2023-04-19,2023-04-22,2023-09-28,8
E12392,R03550,rewards_program,2023-09-28,2023-10-07,,0
E12393,R03550,renters_insurance,2023-10-08,,,15
E12394,R03550,credit_building,2023-09-13,2023-09-21,,5
E12395,R03551,pest_control,2023-09-20,,,8
E12396,R03551,credit_building,2023-09-20,2023-10-01,,5
E12397,R03552,rewards_program,2024-01-03,2024-01-11,2024-06-25,0
E12398,R03552,air_filter,2023-12-12,2023-12-22,,12
E12399,R03553,renters_insurance,2023-07-04,2023-07-14,,15
E12400,R03553,air_filter,2023-06-27,2023-07-07,,12
E12401,R03553,rewards_program,2023-06-19,2023-06-22,,0
E12402,R03554,rewards_program,2024-05-18,2024-05-21,,0
E12403,R03554,air_filter,2024-05-14,2024-05-16,2024-10-17,12
E12404,R03554,pest_control,2024-05-31,,,8
E12405,R03554,credit_building,2024-06-26,2024-07-10,,5
E12406,R03555,credit_building,2023-02-10,2023-02-13,,5
E12407,R03555,rewards_program,2022-12-31,2023-01-01,,0
E12408,R03556,pest_control,2023-01-01,,,8
E12409,R03556,credit_building,2022-12-08,2022-12-16,,5
E12410,R03556,rewards_program,2022-12-11,2022-12-21,,0
E12411,R03556,renters_insurance,2023-02-18,,,15
E12412,R03557,pest_control,2023-09-25,2023-09-25,,8
E12413,R03557,rewards_program,2023-10-20,2023-11-03,,0
E12414,R03557,air_filter,2023-10-23,2023-10-30,,12
E12415,R03558,air_filter,2024-07-11,,,12
E12416,R03558,credit_building,2024-06-14,2024-06-17,,5
E12417,R03558,pest_control,2024-07-13,2024-07-21,,8
E12418,R03558,renters_insurance,2024-07-06,2024-07-20,,15
E12419,R03559,pest_control,2024-11-07,,,8
E12420,R03559,credit_building,2024-11-10,2024-11-19,,5
E12421,R03559,air_filter,2024-10-26,,,12
E12422,R03560,renters_insurance,2024-03-26,2024-03-26,2024-06-03,15
E12423,R03560,pest_control,2024-03-20,,,8
E12424,R03560,rewards_program,2024-04-12,2024-04-18,,0
E12425,R03560,air_filter,2024-03-18,2024-03-31,,12
E12426,R03561,credit_building,2022-12-12,2022-12-20,,5
E12427,R03561,air_filter,2022-12-01,2022-12-03,,12
E12428,R03561,pest_control,2023-01-10,2023-01-14,,8
E12429,R03562,renters_insurance,2023-04-11,,,15
E12430,R03562,rewards_program,2023-03-29,2023-03-30,,0
E12431,R03562,pest_control,2023-03-28,2023-04-02,,8
E12432,R03562,air_filter,2023-04-27,2023-05-01,,12
E12433,R03563,rewards_program,2024-09-17,2024-09-19,,0
E12434,R03563,air_filter,2024-10-04,2024-10-10,,12
E12435,R03563,renters_insurance,2024-10-10,2024-10-18,,15
E12436,R03563,pest_control,2024-10-13,,,8
E12437,R03564,air_filter,2024-10-25,2024-11-02,,12
E12438,R03564,credit_building,2024-10-20,2024-10-21,,5
E12439,R03564,pest_control,2024-11-11,,,8
E12440,R03564,rewards_program,2024-11-11,2024-11-21,,0
E12441,R03565,rewards_program,2024-09-21,2024-09-24,,0
E12442,R03565,air_filter,2024-10-08,,,12
E12443,R03566,renters_insurance,2023-07-04,2023-07-10,,15
E12444,R03566,rewards_program,2023-07-04,2023-07-05,,0
E12445,R03566,credit_building,2023-08-16,2023-08-20,,5
E12446,R03567,renters_insurance,2022-12-20,2022-12-24,,15
E12447,R03567,pest_control,2022-12-11,2022-12-20,,8
E12448,R03567,air_filter,2022-12-23,2022-12-27,,12
E12449,R03568,pest_control,2023-12-02,2023-12-16,2024-05-08,8
E12450,R03568,rewards_program,2023-12-15,2023-12-27,2024-06-24,0
E12451,R03568,renters_insurance,2024-02-05,,,15
E12452,R03568,air_filter,2023-11-27,2023-12-01,,12
E12453,R03568,credit_building,2023-12-19,2024-01-01,,5
E12454,R03569,renters_insurance,2022-12-14,,,15
E12455,R03569,air_filter,2022-12-25,,,12
E12456,R03569,pest_control,2023-01-02,2023-01-02,2023-02-05,8
E12457,R03569,credit_building,2022-12-24,2023-01-03,,5
E12458,R03569,rewards_program,2022-12-31,2023-01-01,,0
E12459,R03570,pest_control,2023-02-13,2023-02-17,2023-07-13,8
E12460,R03570,credit_building,2023-01-18,2023-01-23,,5
E12461,R03570,renters_insurance,2023-01-29,,,15
E12462,R03571,pest_control,2023-01-06,2023-01-08,2023-05-16,8
E12463,R03571,rewards_program,2022-12-30,,,0
E12464,R03572,rewards_program,2024-07-14,,,0
E12465,R03572,pest_control,2024-06-30,2024-07-14,,8
E12466,R03572,credit_building,2024-07-10,2024-07-19,,5
E12467,R03572,air_filter,2024-07-04,2024-07-04,2024-08-19,12
E12468,R03573,credit_building,2024-08-08,2024-08-13,,5
E12469,R03573,rewards_program,2024-08-23,2024-09-02,,0
E12470,R03573,renters_insurance,2024-08-09,2024-08-23,,15
E12471,R03573,air_filter,2024-08-23,,,12
E12472,R03574,air_filter,2024-09-02,2024-09-11,,12
E12473,R03574,renters_insurance,2024-08-25,2024-09-08,,15
E12474,R03574,credit_building,2024-08-24,,,5
E12475,R03574,rewards_program,2024-09-04,,,0
E12476,R03575,renters_insurance,2024-06-01,2024-06-14,,15
E12477,R03575,air_filter,2024-05-10,,,12
E12478,R03575,pest_control,2024-05-08,2024-05-10,,8
E12479,R03575,credit_building,2024-05-02,,,5
E12480,R03576,credit_building,2023-03-17,2023-03-28,,5
E12481,R03576,air_filter,2023-01-20,2023-01-20,,12
E12482,R03576,renters_insurance,2023-02-08,,,15
E12483,R03576,rewards_program,2023-02-08,2023-02-18,,0
E12484,R03576,pest_control,2023-02-03,2023-02-09,,8
E12485,R03577,renters_insurance,2023-10-21,2023-11-03,2024-03-13,15
E12486,R03577,pest_control,2023-12-16,2023-12-20,,8
E12487,R03577,rewards_program,2023-10-20,2023-10-31,,0
E12488,R03577,air_filter,2023-11-06,,,12
E12489,R03578,pest_control,2024-04-19,2024-05-02,,8
E12490,R03578,credit_building,2024-05-29,2024-06-02,,5
E12491,R03579,pest_control,2023-05-12,2023-05-13,,8
E12492,R03579,air_filter,2023-05-13,2023-05-22,,12
E12493,R03579,credit_building,2023-05-14,2023-05-19,,5
E12494,R03579,renters_insurance,2023-04-26,2023-04-26,,15
E12495,R03580,credit_building,2024-11-30,2024-12-08,,5
E12496,R03580,pest_control,2024-11-30,2024-12-13,,8
E12497,R03581,credit_building,2024-03-08,2024-03-20,,5
E12498,R03581,pest_control,2024-03-09,2024-03-13,,8
E12499,R03581,air_filter,2024-03-29,2024-04-02,,12
E12500,R03582,renters_insurance,2022-11-30,2022-12-12,,15
E12501,R03582,credit_building,2022-11-19,2022-11-28,,5
E12502,R03582,pest_control,2022-12-06,2022-12-07,,8
E12503,R03583,credit_building,2024-09-10,2024-09-18,,5
E12504,R03583,rewards_program,2024-08-21,2024-08-31,,0
E12505,R03583,pest_control,2024-08-27,2024-08-28,,8
E12506,R03584,rewards_program,2024-10-23,,,0
E12507,R03584,pest_control,2024-11-13,2024-11-13,,8
E12508,R03585,rewards_program,2023-09-26,2023-10-04,,0
E12509,R03585,pest_control,2023-11-04,,,8
E12510,R03586,air_filter,2022-12-12,2022-12-14,,12
E12511,R03586,rewards_program,2022-12-17,2022-12-29,,0
E12512,R03586,renters_insurance,2022-12-19,2022-12-30,2023-05-22,15
E12513,R03586,credit_building,2023-01-11,2023-01-25,,5
E12514,R03587,credit_building,2023-08-02,2023-08-15,,5
E12515,R03587,rewards_program,2023-08-03,2023-08-11,,0
E12516,R03587,air_filter,2023-07-21,,,12
E12517,R03587,renters_insurance,2023-08-05,,,15
E12518,R03588,air_filter,2022-12-12,2022-12-23,,12
E12519,R03588,rewards_program,2022-11-22,2022-11-27,,0
E12520,R03588,pest_control,2022-12-16,2022-12-18,,8
E12521,R03589,pest_control,2023-02-01,2023-02-13,,8
E12522,R03589,air_filter,2023-02-04,2023-02-09,,12
E12523,R03589,credit_building,2023-01-27,2023-02-02,,5
E12524,R03590,renters_insurance,2023-04-01,2023-04-01,,15
E12525,R03590,air_filter,2023-04-06,,,12
E12526,R03590,pest_control,2023-04-06,2023-04-12,,8
E12527,R03591,credit_building,2022-12-18,2022-12-22,,5
E12528,R03591,pest_control,2022-12-18,,,8
E12529,R03591,renters_insurance,2023-02-16,,,15
E12530,R03592,renters_insurance,2022-12-24,2022-12-28,,15
E12531,R03592,rewards_program,2022-12-25,2023-01-07,,0
E12532,R03592,air_filter,2022-12-04,2022-12-11,,12
