resident_id,property_id,lease_start_date,lease_end_date,move_out_date,rent_amount
R03152,P017,2022-12-28,2023-12-23,2023-07-23,2100
R03153,P017,2022-11-14,2023-11-09,2023-06-27,2550
R03154,P017,2022-11-14,2023-11-09,2023-05-07,1750
R03155,P017,2023-01-08,2024-01-03,,2100
R03156,P017,2022-12-27,2023-12-22,2023-04-03,2200
R03157,P017,2022-11-16,2023-11-11,2023-01-05,2000
R03158,P017,2023-08-23,2024-08-17,,2600
R03159,P017,2023-04-21,2024-04-15,,2000
R03160,P017,2023-08-14,2024-08-08,,2200
R03161,P017,2023-10-07,2024-10-01,2024-08-13,2350
R03162,P017,2023-08-21,2024-08-15,,1650
R03163,P017,2024-08-05,2025-07-31,,1950
R03164,P017,2022-11-11,2023-11-06,,2350
R03165,P017,2022-11-11,2023-11-06,,2000
R03166,P017,2024-08-23,2025-08-18,,2450
R03167,P017,2023-05-19,2024-05-13,,2800
R03168,P017,2022-12-31,2023-06-29,2023-02-07,2350
R03169,P017,2022-12-01,2023-11-26,,1750
R03170,P017,2022-11-12,2023-05-11,2023-01-25,2700
R03171,P017,2022-11-24,2023-11-19,,1800
R03172,P017,2023-07-02,2024-06-26,,2400
R03173,P017,2022-11-24,2023-11-19,2023-03-16,2500
R03174,P017,2022-12-11,2023-12-06,,2000
R03175,P017,2022-12-28,2023-12-23,,2200
R03176,P017,2023-03-10,2024-03-04,2024-01-19,1950
R03177,P017,2022-12-13,2023-12-08,2023-06-08,1600
R03178,P017,2023-02-08,2024-02-03,,2050
R03179,P017,2024-03-18,2025-03-13,,1650
R03180,P017,2022-12-04,2023-11-29,2023-06-13,2550
R03181,P017,2024-03-11,2025-03-06,,1800
R03182,P017,2022-11-25,2023-05-24,2023-04-24,1650
R03183,P017,2023-09-04,2024-08-29,,2800
R03184,P017,2024-01-18,2024-07-16,,2600
R03185,P017,2023-12-21,2024-12-15,2024-02-07,2650
R03186,P017,2024-06-24,2025-06-19,,2350
R03187,P017,2024-04-21,2025-04-16,,1800
R03188,P017,2023-07-12,2024-07-06,,2050
R03189,P017,2024-08-13,2025-08-08,,1850
R03190,P017,2023-09-14,2024-09-08,,1800
R03191,P017,2022-12-27,2023-12-22,,1950
R03192,P017,2023-02-21,2024-02-16,2023-09-27,2200
R03193,P017,2023-11-15,2024-11-09,2024-01-26,2300
R03194,P017,2023-06-11,2024-06-05,,2200
R03195,P017,2022-11-16,2023-11-11,2023-10-25,1900
R03196,P017,2024-03-28,2025-03-23,,2550
R03197,P017,2023-11-18,2024-11-12,,2250
R03198,P017,2023-08-07,2024-08-01,2024-06-22,2350
R03199,P017,2022-11-20,2023-11-15,,2800
R03200,P017,2024-06-07,2025-06-02,,2450
R03201,P017,2022-11-28,2023-11-23,2023-06-01,2300
R03202,P017,2022-12-07,2023-12-02,,2000
R03203,P017,2024-07-25,2025-07-20,,2200
R03204,P017,2024-08-07,2025-08-02,,2100
R03205,P017,2023-04-24,2023-10-21,,2350
R03206,P017,2023-08-25,2024-08-19,,2750
R03207,P017,2024-09-22,2025-03-21,,1700
R03208,P017,2022-12-26,2023-06-24,2023-05-31,1700
R03209,P017,2023-11-12,2024-11-06,2024-04-28,1800
R03210,P017,2022-11-24,2023-11-19,,2100
R03211,P017,2024-09-15,2025-09-10,,2700
R03212,P017,2022-12-22,2023-12-17,2023-02-17,1800
R03213,P017,2022-12-29,2023-12-24,2023-01-30,1850
R03214,P017,2024-07-16,2025-07-11,,2000
R03215,P017,2024-09-08,2025-09-03,,2650
R03216,P017,2022-12-04,2023-11-29,,1800
R03217,P017,2023-07-16,2024-07-10,,1600
R03218,P017,2024-07-27,2025-07-22,,2300
R03219,P017,2024-07-15,2025-07-10,,2350
R03220,P017,2024-07-11,2025-07-06,2024-10-26,2150
R03221,P017,2022-11-20,2023-11-15,,1800
R03222,P017,2022-12-26,2023-12-21,,1900
R03223,P017,2024-05-23,2025-05-18,,1700
R03224,P017,2023-08-26,2024-08-20,,2550
R03225,P017,2024-06-06,2025-06-01,,2000
R03226,P017,2022-12-28,2023-12-23,,2350
R03227,P017,2023-11-02,2024-10-27,2024-06-25,2700
R03228,P017,2023-04-14,2024-04-08,2023-08-14,2000
R03229,P017,2024-10-22,2025-10-17,,1700
R03230,P017,2023-07-05,2024-06-29,,2550
R03231,P017,2022-11-20,2023-11-15,,2350
R03232,P017,2023-06-23,2024-06-17,,2700
R03233,P017,2023-06-26,2024-06-20,,2250
R03234,P017,2023-08-05,2024-07-30,,2750
R03235,P017,2023-07-16,2024-07-10,,1700
R03236,P017,2023-11-03,2024-10-28,2024-03-22,2100
R03237,P017,2024-09-01,2025-08-27,,2800
R03238,P017,2022-11-24,2023-05-23,2023-03-11,2500
R03239,P017,2022-11-28,2023-05-27,,2750
R03240,P017,2022-12-26,2023-12-21,,1700
R03241,P017,2022-11-30,2023-11-25,,2100
R03242,P017,2024-02-04,2024-08-02,,1800
R03243,P017,2022-12-03,2023-11-28,,2700
R03244,P017,2022-12-14,2023-12-09,2023-05-22,1650
R03245,P017,2024-02-11,2025-02-05,,1900
R03246,P017,2023-10-23,2024-10-17,,2550
R03247,P017,2024-03-10,2025-03-05,,2500
R03248,P017,2022-11-01,2023-04-30,,1900
R03249,P017,2023-03-18,2024-03-12,,1900
R03250,P017,2024-02-25,2024-08-23,,1850
R03251,P017,2023-09-08,2024-09-02,,2600
R03252,P017,2024-04-14,2025-04-09,,2050
R03253,P017,2022-11-23,2023-11-18,,2400
R03254,P017,2022-11-17,2023-11-12,2022-12-23,1850
R03255,P018,2023-01-04,2023-12-30,,2750
R03256,P018,2023-02-25,2024-02-20,,2500
R03257,P018,2022-12-22,2023-06-20,2023-02-01,2700
R03258,P018,2023-08-20,2024-08-14,,1900
R03259,P018,2024-04-27,2025-04-22,,2350
R03260,P018,2024-08-12,2025-08-07,,3000
R03261,P018,2023-05-24,2024-05-18,2024-02-17,2700
R03262,P018,2022-12-04,2023-11-29,,2500
R03263,P018,2023-11-28,2024-11-22,,2400
R03264,P018,2023-11-15,2024-11-09,,2000
R03265,P018,2024-08-14,2025-08-09,,3150
R03266,P018,2022-11-13,2023-11-08,,2800
R03267,P018,2022-12-05,2023-11-30,2023-07-23,2850
R03268,P018,2022-11-21,2023-05-20,,2400
R03269,P018,2023-03-11,2024-03-05,2023-05-12,2550
R03270,P018,2023-03-27,2024-03-21,2024-03-03,2650
R03271,P018,2023-04-16,2024-04-10,,2550
R03272,P018,2023-06-28,2024-06-22,2024-01-10,2850
R03273,P018,2022-11-12,2023-11-07,,2900
R03274,P018,2023-08-05,2024-07-30,,2550
R03275,P018,2022-11-27,2023-11-22,,2300
R03276,P018,2024-05-20,2025-05-15,,1950
R03277,P018,2024-02-10,2025-02-04,,2350
R03278,P018,2024-09-12,2025-09-07,,2550
R03279,P018,2022-12-04,2023-11-29,,2300
R03280,P018,2024-04-28,2025-04-23,,2800
R03281,P018,2023-09-18,2024-09-12,2024-02-10,3050
R03282,P018,2023-08-05,2024-07-30,2024-01-06,3050
R03283,P018,2024-07-08,2025-07-03,,2750
R03284,P018,2022-11-08,2023-11-03,,2550
R03285,P018,2022-12-02,2023-11-27,,2750
R03286,P018,2023-02-16,2024-02-11,2023-08-02,3200
R03287,P018,2024-04-15,2025-04-10,,2100
R03288,P018,2023-08-12,2024-08-06,,1850
R03289,P018,2023-04-21,2023-10-18,,2350
R03290,P018,2024-06-05,2025-05-31,,2300
R03291,P018,2023-12-20,2024-12-14,2024-03-30,2100
R03292,P018,2024-03-20,2025-03-15,,2250
R03293,P018,2024-01-07,2025-01-01,,2600
R03294,P018,2023-04-13,2024-04-07,2024-02-04,3100
R03295,P018,2022-11-17,2023-11-12,2023-10-05,1800
R03296,P018,2024-07-14,2025-01-10,,2500
R03297,P018,2022-12-13,2023-12-08,,2500
R03298,P018,2023-02-09,2024-02-04,,2100
R03299,P018,2024-07-10,2025-07-05,,2000
R03300,P018,2023-12-04,2024-06-01,2024-03-12,2300
R03301,P018,2024-06-05,2025-05-31,,2950
R03302,P018,2023-07-21,2024-07-15,,2300
R03303,P018,2023-03-20,2024-03-14,2023-10-30,1850
R03304,P018,2024-04-19,2025-04-14,2024-10-17,1850
R03305,P018,2024-01-23,2025-01-17,,2550
R03306,P018,2022-12-05,2023-11-30,2023-10-24,2600
R03307,P018,2022-12-08,2023-06-06,,2350
R03308,P018,2023-06-14,2024-06-08,2023-09-18,1900
R03309,P018,2023-06-02,2024-05-27,,2800
R03310,P018,2023-08-18,2024-08-12,,3100
R03311,P018,2022-12-26,2023-12-21,,2200
R03312,P018,2022-12-21,2023-12-16,,1850
R03313,P018,2024-08-08,2025-08-03,,1850
R03314,P018,2023-01-02,2023-07-01,,2300
R03315,P018,2023-06-21,2024-06-15,,1800
R03316,P018,2024-08-16,2025-02-12,,2900
R03317,P018,2024-06-03,2024-11-30,2024-07-07,2700
R03318,P018,2022-12-09,2023-06-07,,2900
R03319,P018,2022-12-10,2023-12-05,,2050
R03320,P018,2023-04-18,2023-10-15,,2800
R03321,P018,2024-07-09,2025-07-04,,2600
R03322,P018,2023-03-07,2024-03-01,,2200
R03323,P018,2023-03-09,2024-03-03,,2800
R03324,P018,2023-06-15,2024-06-09,,2800
R03325,P018,2024-06-13,2025-06-08,2024-07-13,1950
R03326,P018,2022-12-25,2023-12-20,,2100
R03327,P018,2022-11-24,2023-11-19,,3100
R03328,P018,2024-07-19,2025-07-14,,2350
R03329,P018,2023-01-21,2024-01-16,,3200
R03330,P018,2023-04-01,2024-03-26,,2100
R03331,P018,2022-12-09,2023-12-04,,2400
R03332,P018,2024-05-13,2025-05-08,,2050
R03333,P018,2023-07-20,2024-07-14,,2850
R03334,P018,2023-01-03,2023-07-02,,1800
R03335,P018,2024-01-01,2024-12-26,,1800
R03336,P018,2023-06-24,2024-06-18,,2050
R03337,P018,2022-12-19,2023-12-14,,2450
R03338,P018,2024-09-03,2025-08-29,,2800
R03339,P018,2023-01-04,2023-07-03,,2000
R03340,P018,2023-06-26,2024-06-20,2023-11-16,1950
R03341,P019,2023-03-04,2023-08-31,,1750
R03342,P019,2023-11-19,2024-11-13,,1800
R03343,P019,2023-01-19,2024-01-14,2023-10-29,2550
R03344,P019,2024-02-03,2025-01-28,,2000
R03345,P019,2023-01-07,2024-01-02,,1650
R03346,P019,2022-12-27,2023-06-25,2023-04-19,2600
R03347,P019,2023-08-24,2024-08-18,,1800
R03348,P019,2022-11-27,2023-11-22,,2100
R03349,P019,2022-12-02,2023-11-27,,2050
R03350,P019,2024-10-16,2025-10-11,,2500
R03351,P019,2024-01-12,2024-07-10,,1950
R03352,P019,2023-10-18,2024-10-12,2024-02-17,2450
R03353,P019,2023-08-18,2024-02-14,2023-11-10,2550
R03354,P019,2024-05-06,2025-05-01,,1950
R03355,P019,2023-12-25,2024-12-19,,2450
R03356,P019,2023-08-14,2024-08-08,2023-10-04,2050
R03357,P019,2022-12-06,2023-12-01,,2400
R03358,P019,2023-06-18,2024-06-12,,1650
R03359,P019,2022-12-25,2023-06-23,,1900
R03360,P019,2024-07-24,2025-07-19,,2300
R03361,P019,2022-12-26,2023-12-21,,2500
R03362,P019,2023-02-14,2024-02-09,2023-11-26,2200
R03363,P019,2024-01-04,2024-12-29,,1800
R03364,P019,2024-07-06,2025-07-01,2024-08-14,2450
R03365,P019,2024-08-16,2025-02-12,,2550
R03366,P019,2023-07-13,2024-07-07,,2000
R03367,P019,2022-12-11,2023-12-06,,1550
R03368,P019,2022-11-24,2023-11-19,,2600
R03369,P019,2022-12-17,2023-12-12,,2150
R03370,P019,2022-12-23,2023-12-18,,1750
R03371,P019,2023-05-07,2024-05-01,,1550
R03372,P019,2022-12-03,2023-06-01,,1650
R03373,P019,2024-01-09,2025-01-03,,1550
R03374,P019,2023-12-22,2024-12-16,,2500
R03375,P019,2024-04-13,2025-04-08,,1850
R03376,P019,2023-08-16,2024-08-10,,2300
R03377,P019,2022-12-16,2023-12-11,2023-01-19,1400
R03378,P019,2023-08-28,2024-08-22,,2600
R03379,P019,2024-08-14,2025-08-09,,2350
R03380,P019,2023-12-22,2024-12-16,,1400
R03381,P019,2023-01-16,2024-01-11,,1500
R03382,P019,2023-04-03,2023-09-30,2023-09-29,2550
R03383,P019,2024-07-04,2025-06-29,,2550
R03384,P019,2023-04-16,2023-10-13,2023-06-12,1850
R03385,P019,2024-08-28,2025-08-23,,2350
R03386,P019,2023-02-22,2023-08-21,,2450
R03387,P019,2022-12-15,2023-06-13,,1650
R03388,P019,2023-05-19,2024-05-13,,2250
R03389,P019,2024-08-09,2025-08-04,,2500
R03390,P019,2024-06-15,2025-06-10,,1650
R03391,P019,2022-12-12,2023-06-10,2023-06-08,1600
R03392,P019,2022-11-30,2023-05-29,,2600
R03393,P019,2024-08-06,2025-08-01,,1450
R03394,P019,2023-03-11,2024-03-05,,2300
R03395,P019,2023-04-15,2024-04-09,,1550
R03396,P019,2023-01-01,2023-12-27,2023-07-14,2350
R03397,P019,2024-01-16,2025-01-10,,2500
R03398,P019,2023-01-17,2024-01-12,,1950
R03399,P019,2024-07-14,2025-07-09,,1800
R03400,P019,2023-07-14,2024-01-10,,1500
R03401,P019,2023-11-22,2024-11-16,,2000
R03402,P019,2024-09-05,2025-03-04,,1650
R03403,P019,2022-11-27,2023-11-22,,2250
R03404,P019,2023-07-16,2024-01-12,,2450
R03405,P019,2022-12-20,2023-06-18,,1700
R03406,P019,2022-12-29,2023-12-24,2023-01-29,1950
R03407,P019,2022-11-22,2023-11-17,,1800
R03408,P019,2024-06-10,2025-06-05,,1600
R03409,P019,2023-11-28,2024-11-22,2024-03-27,1700
R03410,P019,2022-12-15,2023-12-10,,1650
R03411,P019,2023-07-21,2024-07-15,,1500
R03412,P019,2022-12-17,2023-06-15,2023-02-27,2600
R03413,P019,2022-12-21,2023-12-16,,2400
R03414,P019,2023-10-12,2024-10-06,,1800
R03415,P019,2023-01-14,2023-07-13,,1900
R03416,P019,2023-01-22,2024-01-17,,1950
R03417,P019,2023-06-27,2024-06-21,,2550
R03418,P019,2022-12-17,2023-12-12,,2400
R03419,P019,2024-03-20,2025-03-15,,2150
R03420,P019,2022-12-11,2023-06-09,,1500
R03421,P019,2024-09-05,2025-08-31,,1450
R03422,P019,2023-05-09,2024-05-03,2023-11-13,1900
R03423,P019,2023-10-20,2024-10-14,2024-03-29,1850
R03424,P019,2023-07-13,2024-07-07,,2500
R03425,P019,2024-08-22,2025-08-17,,2450
R03426,P019,2024-02-11,2024-08-09,2024-04-03,2150
R03427,P019,2023-07-20,2024-07-14,2024-01-10,1800
R03428,P019,2024-04-09,2025-04-04,,2350
R03429,P019,2024-03-11,2025-03-06,,2300
R03430,P019,2022-11-27,2023-11-22,2023-01-11,2200
R03431,P019,2024-06-09,2025-06-04,,2450
R03432,P019,2024-03-20,2025-03-15,,1600
R03433,P019,2024-04-22,2025-04-17,,2500
R03434,P019,2024-07-07,2025-07-02,,2300
R03435,P019,2024-03-24,2025-03-19,,1850
R03436,P019,2024-04-20,2025-04-15,,1900
R03437,P019,2022-12-26,2023-12-21,2023-10-17,1750
R03438,P019,2023-07-09,2024-07-03,2023-09-29,2100
R03439,P019,2024-05-09,2025-05-04,2024-10-15,1800
R03440,P019,2022-12-27,2023-12-22,,2000
R03441,P019,2023-01-13,2024-01-08,,2150
R03442,P019,2023-12-18,2024-12-12,,1800
R03443,P019,2024-07-07,2025-07-02,,2050
R03444,P019,2024-10-20,2025-04-18,,2050
R03445,P019,2023-05-05,2024-04-29,2023-10-08,1950
R03446,P019,2022-12-02,2023-05-31,,2250
R03447,P019,2023-02-04,2024-01-30,2023-08-19,2450
R03448,P019,2023-04-22,2024-04-16,2023-12-15,1400
R03449,P019,2022-12-31,2023-12-26,,2050
R03450,P019,2022-12-23,2023-12-18,,1800
R03451,P019,2024-05-08,2025-05-03,,2250
R03452,P019,2024-05-08,2025-05-03,,2000
R03453,P019,2022-11-25,2023-05-24,,2550
R03454,P019,2024-10-09,2025-10-04,,1550
R03455,P019,2022-11-29,2023-11-24,,2350
R03456,P019,2022-12-08,2023-12-03,,1400
R03457,P019,2022-12-22,2023-12-17,,2000
R03458,P019,2023-04-04,2024-03-29,,2050
R03459,P019,2024-06-05,2025-05-31,,2000
R03460,P019,2024-08-01,2025-07-27,,1800
R03461,P019,2022-12-16,2023-12-11,,2200
R03462,P019,2023-05-16,2024-05-10,,2000
R03463,P019,2023-08-12,2024-02-08,,1500
R03464,P019,2024-08-22,2025-08-17,,2000
R03465,P019,2022-12-10,2023-12-05,2023-01-18,2500
R03466,P019,2023-11-13,2024-11-07,2024-09-21,2150
R03467,P019,2022-11-30,2023-11-25,,1500
R03468,P019,2023-08-01,2024-07-26,,1950
R03469,P019,2023-06-16,2024-06-10,,2100
R03470,P019,2023-02-09,2024-02-04,2023-05-02,1800
R03471,P019,2023-11-09,2024-11-03,2024-06-16,1650
R03472,P019,2022-11-21,2023-11-16,2023-06-28,2200
R03473,P019,2022-12-08,2023-06-06,,1750
R03474,P019,2022-11-20,2023-11-15,,2250
R03475,P019,2023-01-13,2024-01-08,,1600
R03476,P019,2023-03-14,2024-03-08,,1650
R03477,P019,2022-12-18,2023-06-16,,1500
R03478,P019,2024-01-21,2025-01-15,2024-10-18,2550
R03479,P019,2023-01-14,2024-01-09,2023-04-16,1650
R03480,P019,2022-12-23,2023-12-18,2023-01-22,1500
R03481,P019,2022-11-26,2023-11-21,,2600
R03482,P019,2023-07-12,2024-07-06,2024-05-19,1600
R03483,P019,2024-10-08,2025-10-03,,1900
R03484,P019,2022-11-17,2023-11-12,,2200
R03485,P019,2024-09-13,2025-03-12,,1450
R03486,P019,2023-03-05,2024-02-28,,2350
R03487,P019,2023-07-09,2024-07-03,,2100
R03488,P019,2022-11-30,2023-11-25,,2350
R03489,P019,2022-11-23,2023-05-22,,2100
R03490,P019,2024-08-22,2025-08-17,,2250
R03491,P019,2024-08-17,2025-08-12,,2400
R03492,P019,2024-05-20,2025-05-15,,2550
R03493,P019,2023-09-17,2024-09-11,,1650
R03494,P019,2024-09-05,2025-08-31,,1700
R03495,P019,2023-01-07,2024-01-02,,2350
R03496,P019,2023-06-10,2024-06-04,2024-05-28,1900
R03497,P019,2023-03-01,2024-02-24,,2600
R03498,P019,2024-08-15,2025-08-10,,2600
R03499,P019,2024-02-26,2025-02-20,,1750
R03500,P019,2023-01-11,2024-01-06,,2150
R03501,P019,2023-06-15,2024-06-09,,1700
R03502,P019,2023-02-02,2024-01-28,,1600
R03503,P019,2024-09-10,2025-09-05,2024-10-30,1950
R03504,P019,2023-11-21,2024-11-15,,1500
R03505,P019,2024-04-27,2025-04-22,,2150
R03506,P019,2022-12-28,2023-12-23,,1500
R03507,P019,2023-05-10,2024-05-04,,1650
R03508,P019,2022-12-05,2023-11-30,,2250
R03509,P019,2023-01-17,2024-01-12,,2200
R03510,P019,2023-01-13,2024-01-08,,2350
R03511,P019,2023-06-11,2024-06-05,,1450
R03512,P019,2024-07-15,2025-07-10,,2050
R03513,P019,2024-01-25,2025-01-19,,2550
R03514,P019,2024-06-05,2025-05-31,,2000
R03515,P019,2023-08-15,2024-08-09,2024-02-01,2400
R03516,P019,2023-03-25,2024-03-19,,1500
R03517,P019,2024-05-13,2025-05-08,,1450
R03518,P019,2023-01-05,2023-12-31,,2300
R03519,P019,2023-01-10,2024-01-05,,2250
R03520,P019,2024-04-07,2024-10-04,,1500
R03521,P019,2022-12-31,2023-12-26,,1500
R03522,P019,2023-01-13,2024-01-08,,1550
R03523,P019,2023-01-11,2024-01-06,2023-09-19,2550
R03524,P019,2023-10-09,2024-10-03,,2250
R03525,P019,2024-05-22,2025-05-17,,1600
R03526,P019,2024-07-23,2025-07-18,2024-08-23,2450
R03527,P019,2023-10-25,2024-10-19,2024-02-09,1750
R03528,P019,2022-12-06,2023-12-01,,1850
R03529,P019,2023-12-13,2024-06-10,,2300
R03530,P019,2023-10-09,2024-04-06,,1600
R03531,P019,2024-03-26,2025-03-21,,1750
R03532,P019,2023-11-04,2024-10-29,,2200
R03533,P019,2023-06-13,2024-06-07,2023-10-22,1900
R03534,P019,2023-02-06,2024-02-01,,2450
R03535,P019,2022-12-12,2023-12-07,,2050
R03536,P019,2022-12-06,2023-12-01,2023-08-07,1550
R03537,P019,2023-04-16,2024-04-10,,2000
R03538,P019,2024-03-14,2025-03-09,2024-07-08,1850
R03539,P019,2022-12-06,2023-12-01,2023-08-20,1900
R03540,P019,2024-05-03,2024-10-30,,1500
R03541,P019,2024-01-18,2025-01-12,,1500
R03542,P019,2024-07-02,2024-12-29,2024-08-01,1650
R03543,P019,2022-12-08,2023-12-03,,2500
R03544,P019,2023-08-03,2024-01-30,,1850
R03545,P019,2023-02-19,2023-08-18,2023-06-29,1450
R03546,P019,2024-01-07,2025-01-01,2024-06-28,2000
R03547,P019,2023-02-19,2024-02-14,,2200
R03548,P019,2022-11-23,2023-05-22,,2350
R03549,P019,2023-03-25,2024-03-19,,1550
R03550,P019,2023-08-23,2024-08-17,2024-04-04,2000
R03551,P019,2023-08-23,2024-08-17,2024-01-29,2100
R03552,P019,2023-12-10,2024-12-04,,2500
R03553,P019,2023-06-08,2024-06-02,,1850
R03554,P019,2024-05-08,2025-05-03,,2500
R03555,P019,2022-12-22,2023-12-17,,1600
R03556,P019,2022-12-05,2023-06-03,,1500
R03557,P019,2023-09-23,2024-09-17,,1750
R03558,P019,2024-06-14,2024-12-11,,2400
R03559,P019,2024-10-18,2025-10-13,,1850
R03560,P019,2024-03-16,2025-03-11,,1950
R03561,P019,2022-11-19,2023-05-18,,1800
R03562,P019,2023-03-16,2024-03-10,,2000
R03563,P019,2024-09-15,2025-03-14,,1900
R03564,P019,2024-10-14,2025-10-09,,2600
R03565,P019,2024-09-06,2025-03-05,,1650
R03566,P019,2023-06-16,2024-06-10,,1900
R03567,P019,2022-11-30,2023-11-25,2023-05-30,2150
R03568,P019,2023-11-24,2024-11-18,,1450
R03569,P019,2022-12-06,2023-12-01,2023-02-05,1950
R03570,P019,2023-01-16,2024-01-11,,2200
R03571,P019,2022-12-28,2023-12-23,,2550
R03572,P019,2024-06-17,2025-06-12,,2200
R03573,P019,2024-07-20,2025-07-15,,2600
R03574,P019,2024-08-15,2025-08-10,,2300
R03575,P019,2024-04-25,2025-04-20,,1850
R03576,P019,2023-01-19,2024-01-14,,1500
R03577,P019,2023-10-14,2024-10-08,,2350
R03578,P019,2024-04-11,2025-04-06,,1750
R03579,P019,2023-04-21,2024-04-15,,1750
R03580,P019,2024-09-09,2025-09-04,,1400
R03581,P019,2024-03-08,2025-03-03,,2100
R03582,P019,2022-11-18,2023-11-13,2022-12-27,1800
R03583,P019,2024-08-18,2025-08-13,,1400
R03584,P019,2024-09-24,2025-09-19,,2400
R03585,P019,2023-09-22,2024-03-20,2023-12-17,2300
R03586,P019,2022-12-03,2023-11-28,,1750
R03587,P019,2023-07-11,2024-07-05,,2400
R03588,P019,2022-11-20,2023-11-15,2023-10-20,1750
R03589,P019,2023-01-05,2023-12-31,,2550
R03590,P019,2023-03-10,2024-03-04,,2050
R03591,P019,2022-12-07,2023-12-02,2023-06-01,1950
R03592,P019,2022-12-04,2023-11-29,,2500
R03593,P019,2024-07-03,2025-06-28,,1550
R03594,P019,2022-12-03,2023-11-28,,2600
R03595,P019,2023-12-04,2024-11-28,,1900
R03596,P019,2023-01-03,2023-12-29,2023-09-10,2200
R03597,P019,2022-12-02,2023-11-27,,1950
R03598,P019,2023-01-05,2023-12-31,,1800
R03599,P019,2024-01-20,2025-01-14,2024-08-04,2600
R03600,P019,2022-12-06,2023-06-04,,1650
R03601,P019,2024-08-18,2025-08-13,,2600
R03602,P019,2024-05-11,2025-05-06,,2600
R03603,P019,2023-02-17,2024-02-12,,2000
R03604,P019,2022-12-25,2023-12-20,2023-10-10,2300
R03605,P019,2024-08-24,2025-08-19,,2450
R03606,P019,2023-07-15,2024-07-09,,2400
R03607,P019,2023-03-02,2023-08-29,,1700
R03608,P019,2022-12-27,2023-12-22,,2400
R03609,P019,2023-06-27,2023-12-24,,1900
R03610,P019,2023-02-27,2023-08-26,,2200
R03611,P019,2024-08-19,2025-02-15,,2150
R03612,P019,2024-10-24,2025-10-19,,1550
R03613,P019,2024-08-26,2025-08-21,,1900
R03614,P019,2022-12-12,2023-12-07,,1550
R03615,P019,2022-12-22,2023-12-17,,1600
R03616,P019,2024-04-13,2025-04-08,,1800
R03617,P019,2023-10-03,2024-09-27,2024-05-26,1950
R03618,P019,2022-12-04,2023-11-29,,1400
R03619,P019,2023-05-23,2023-11-19,,1600
R03620,P019,2024-07-28,2025-01-24,,1550
R03621,P019,2022-12-25,2023-12-20,,1550
R03622,P019,2023-01-05,2023-07-04,,1450
R03623,P019,2023-05-25,2024-05-19,2024-01-29,2250
R03624,P019,2022-11-18,2023-11-13,2023-04-01,2500
R03625,P019,2024-04-18,2025-04-13,,1550
R03626,P019,2023-09-02,2024-08-27,2024-06-10,2050
R03627,P019,2023-01-01,2023-06-30,,1500
R03628,P019,2022-12-19,2023-06-17,,2150
R03629,P019,2022-12-10,2023-12-05,,1800
R03630,P019,2023-01-11,2024-01-06,2023-05-16,1500
R03631,P019,2023-03-21,2024-03-15,,2500
R03632,P019,2022-12-15,2023-12-10,2023-03-15,2500
R03633,P019,2023-01-09,2024-01-04,,1750
R03634,P019,2023-01-17,2024-01-12,,2300
R03635,P019,2024-08-07,2025-08-02,,1750
R03636,P019,2022-12-27,2023-12-22,,2200
R03637,P019,2023-06-13,2024-06-07,,2050
R03638,P019,2024-04-08,2025-04-03,2024-08-04,1550
R03639,P019,2024-06-21,2025-06-16,,1400
R03640,P019,2023-01-01,2023-12-27,,1600
R03641,P019,2024-03-21,2025-03-16,,2450
R03642,P019,2022-11-29,2023-11-24,,2550
R03643,P019,2022-12-10,2023-06-08,2023-02-02,1700
R03644,P019,2023-12-19,2024-06-16,,1700
R03645,P019,2024-02-23,2024-08-21,,1550
R03646,P019,2023-04-05,2023-10-02,,2400
R03647,P019,2022-12-11,2023-12-06,,2200
R03648,P019,2024-04-22,2025-04-17,,2400
R03649,P019,2022-11-27,2023-11-22,,2450
R03650,P019,2022-12-12,2023-06-10,,1400
R03651,P019,2023-06-02,2024-05-27,2023-10-26,1450
R03652,P019,2024-06-10,2025-06-05,,1550
R03653,P019,2023-03-09,2024-03-03,,2600
R03654,P019,2022-12-18,2023-06-16,,2100
R03655,P019,2023-05-08,2024-05-02,,2500
R03656,P019,2023-10-13,2024-10-07,,2150
R03657,P019,2022-11-16,2023-11-11,,2400
R03658,P019,2023-06-18,2024-06-12,2023-08-04,1600
R03659,P019,2022-12-18,2023-12-13,,1550
R03660,P019,2023-10-17,2024-10-11,,2550
R03661,P019,2023-01-19,2024-01-14,2023-06-16,1550
R03662,P019,2022-12-09,2023-12-04,,2600
R03663,P019,2024-10-28,2025-10-23,,2200
R03664,P019,2022-11-15,2023-05-14,2023-03-07,1400
R03665,P019,2023-09-25,2024-09-19,,2300
R03666,P019,2023-01-07,2024-01-02,2023-09-04,2550
R03667,P019,2023-08-14,2024-08-08,2023-11-29,1800
R03668,P019,2024-03-13,2025-03-08,2024-06-04,2350
R03669,P019,2024-07-04,2025-06-29,,2350
R03670,P019,2022-12-11,2023-06-09,,1900
R03671,P019,2023-07-08,2024-07-02,2023-12-02,2150
R03672,P019,2022-11-16,2023-11-11,2023-02-06,1550
R03673,P019,2024-09-08,2025-09-03,,1450
R03674,P019,2023-01-01,2023-06-30,,2450
R03675,P019,2024-06-05,2025-05-31,,1700
R03676,P019,2022-12-01,2023-05-30,,2300
R03677,P019,2023-02-09,2024-02-04,,2100
R03678,P019,2022-12-24,2023-06-22,,1800
R03679,P019,2024-06-21,2025-06-16,,1750
